Country Name,Country Code,gdp1960,gdp1961,gdp1962,gdp1963,gdp1964,gdp1965,gdp1966,gdp1967,gdp1968,gdp1969,gdp1970,gdp1971,gdp1972,gdp1973,gdp1974,gdp1975,gdp1976,gdp1977,gdp1978,gdp1979,gdp1980,gdp1981,gdp1982,gdp1983,gdp1984,gdp1985,gdp1986,gdp1987,gdp1988,gdp1989,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gini1960,gini1961,gini1962,gini1963,gini1964,gini1965,gini1966,gini1967,gini1968,gini1969,gini1970,gini1971,gini1972,gini1973,gini1974,gini1975,gini1976,gini1977,gini1978,gini1979,gini1980,gini1981,gini1982,gini1983,gini1984,gini1985,gini1986,gini1987,gini1988,gini1989,gini1990,gini1991,gini1992,gini1993,gini1994,gini1995,gini1996,gini1997,gini1998,gini1999,gini2000,gini2001,gini2002,gini2003,gini2004,gini2005,gini2006,gini2007,gini2008,gini2009,gini2010,gini2011,gini2012,gini2013,gini2014
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,2434779478,2259233333,2128058580,2308102954,1960596973,1615794946,1816728871,2310417135,2506590439,2547362838,2804357081,3012725712,3448309730,3218434944,3636647702,3942494510,3945295658,4102682849,3826538590,3818964345,3908645560,3546791604,3361236317,4931280096,6606866457,7261301442,7978734402,8740726985,8462019791,8875244805,11273248976,12411220518,13020182473,12932205891,13429503285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.33,,,,,,,,,,,63.9,,,,,61.32,,,,,
New Caledonia,NCL,,,,,,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,449526872.6,485785231.7,531736599.9,586294879.5,582816396.2,673383510.2,702296079.9,665586872.8,641214226.8,625867984.4,649916621.2,693573704.4,742779659.5,946385105,1026137112,1048690932,1064517600,1291458044,1774365588,2109277663,2508524716,2170893418,2017612218,1803099561,1461243327,1440581653,1904097001,2233006102,2280356194,2179567111,2480673305,2327986143,2344987608,1606581744,1563207237,1880803264,1987770781,1845599696,2076737446,2018193598,1798374533,1945327546,2170481498,2731416281,3052898686,3405134555,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890,6942209595,7683045043,8168695870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,,41.53,,,,,,,,,,,46.26,,34.55,,,,31.16,,,
Nigeria,NGA,4196174325,4467287705,4909398970,5165590037,5552931086,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,61076493506,51397461686,35451565749,28500815241,28873977228,20721499308,24093203445,23272161397,24231168859,30757075595,27392886873,29300921681,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46385996029,44138014092,59116868251,67655840108,87845403978,1.12E+11,1.45E+11,1.66E+11,2.08E+11,1.69E+11,3.69E+11,4.12E+11,4.61E+11,5.15E+11,5.69E+11,,,,,,,,,,,,,,,,,,,,,,,,,,38.68,,,,,,,44.95,,,,46.5,,,,,,,,40,,,,,,42.95,,,,
Nicaragua,NIC,227223322.1,244144236.7,269283803.7,297324163.1,347119918.2,564290020.4,607140010.5,657140010.8,692859984.6,750000002.9,778569938.9,828569953.5,878570045.4,1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013184756,1009455476,1488804124,1792800000,1756454281,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322437645,5795568205,6321324455,6786294616,7458103363,8491388728,8380731876,8741313143,9755619761,10460339389,10850733052,11805641287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.36,,,,,45.24,,,43.06,,,,40.47,,,,45.73,,,,,
Netherlands,NLD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,37530224630,43837969925,53797033782,70646460665,85792933847,98582781457,1.07E+11,1.25E+11,1.53E+11,1.77E+11,1.92E+11,1.61E+11,1.56E+11,1.51E+11,1.42E+11,1.41E+11,1.98E+11,2.41E+11,2.58E+11,2.54E+11,3.13E+11,3.22E+11,3.57E+11,3.48E+11,3.73E+11,4.45E+11,4.43E+11,4.10E+11,4.31E+11,4.40E+11,4.13E+11,4.26E+11,4.64E+11,5.71E+11,6.46E+11,6.72E+11,7.19E+11,8.33E+11,9.31E+11,8.58E+11,8.36E+11,8.94E+11,8.23E+11,8.54E+11,8.70E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.57,,,31.88,,,32.22,,,,,,28.13,,,,,31.14,,,30.31,,,28.87,,,,
High income: nonOECD,NOC,,,,,,,,,,,,,,,,,,4.98E+11,6.19E+11,7.59E+11,9.97E+11,1.08E+12,1.04E+12,1.02E+12,9.45E+11,9.44E+11,9.73E+11,1.05E+12,1.18E+12,1.17E+12,1.33E+12,1.43E+12,1.51E+12,1.54E+12,1.59E+12,1.69E+12,1.77E+12,1.87E+12,1.68E+12,1.66E+12,1.86E+12,1.86E+12,1.73E+12,1.93E+12,2.36E+12,2.84E+12,3.36E+12,4.03E+12,4.90E+12,4.13E+12,4.91E+12,5.76E+12,6.17E+12,6.37E+12,6.26E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12814123115,14583114840,17358610850,22534253703,27145693810,32877805200,35942270686,41508030431,46523091010,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.02E+11,1.03E+11,1.20E+11,1.22E+11,1.31E+11,1.21E+11,1.27E+11,1.52E+11,1.64E+11,1.61E+11,1.54E+11,1.62E+11,1.71E+11,1.74E+11,1.95E+11,2.29E+11,2.64E+11,3.09E+11,3.45E+11,4.01E+11,4.62E+11,3.86E+11,4.29E+11,4.98E+11,5.10E+11,5.22E+11,5.00E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,24.67,,,,,25.23,,,,27.64,,,,,27.57,,,,30.17,,,26.48,,,26.83,,,,
Nepal,NPL,508334416.8,531959564.6,574091104.4,496948970.4,496098775.3,735267086.3,906811948.8,841974030.1,772230299.8,788641965.4,865975308.6,882765471.6,1024098805,972103599.7,1217953571,1575789285,1452789371,1382400000,1604162508,1851250008,1945916583,2275583317,2395425210,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19244245405,19636186469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.23,,,,,,,,43.83,,,,,,,32.82,,,,
New Zealand,NZL,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,,7911252164,9567209528,12802560178,13941533370,12861870341,13604637568,15446924064,18530936455,20730842432,23244740398,24417367413,24164603059,24309148265,21665819766,24679948849,30604773975,40376354070,45176553945,43920222525,45495189147,42745386000,41649883028,46775565511,55314488064,63918437832,70141112807,66075080376,56227275120,58762364420,52623106310,53872593337,66711715708,88360999145,1.04E+11,1.15E+11,1.11E+11,1.37E+11,1.32E+11,1.20E+11,1.45E+11,1.66E+11,1.74E+11,1.88E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income: OECD,OEC,1.04E+12,1.10E+12,1.19E+12,1.28E+12,1.40E+12,1.52E+12,1.67E+12,1.79E+12,1.94E+12,2.13E+12,2.33E+12,2.59E+12,3.00E+12,3.62E+12,4.04E+12,4.52E+12,4.90E+12,5.54E+12,6.66E+12,7.66E+12,8.49E+12,8.58E+12,8.53E+12,8.85E+12,9.24E+12,9.74E+12,1.19E+13,1.38E+13,1.55E+13,1.62E+13,1.83E+13,1.93E+13,2.07E+13,2.09E+13,2.23E+13,2.47E+13,2.48E+13,2.44E+13,2.45E+13,2.57E+13,2.62E+13,2.59E+13,2.71E+13,3.04E+13,3.38E+13,3.56E+13,3.75E+13,4.09E+13,4.33E+13,4.07E+13,4.25E+13,4.56E+13,4.54E+13,4.59E+13,4.67E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,1.07E+12,1.13E+12,1.22E+12,1.31E+12,1.43E+12,1.55E+12,1.71E+12,1.83E+12,1.98E+12,2.18E+12,2.39E+12,2.64E+12,3.07E+12,3.70E+12,4.15E+12,4.65E+12,5.04E+12,5.68E+12,6.82E+12,7.88E+12,8.75E+12,8.91E+12,8.77E+12,9.06E+12,9.48E+12,1.00E+13,1.21E+13,1.40E+13,1.58E+13,1.66E+13,1.87E+13,1.98E+13,2.12E+13,2.15E+13,2.30E+13,2.52E+13,2.54E+13,2.50E+13,2.53E+13,2.66E+13,2.71E+13,2.69E+13,2.80E+13,3.14E+13,3.50E+13,3.70E+13,3.90E+13,4.26E+13,4.51E+13,4.22E+13,4.43E+13,4.75E+13,4.74E+13,4.80E+13,4.88E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,44234653.98,45634484.8,56273199.05,59912759.18,61872522.33,63279972.92,67759971,107151835.4,188879844.4,239999802.2,256319788.8,301014925.6,366883548.3,483066990.6,1645917729,2096699129,2560219961,2741169869,2740301310,3733352527,5981760105,7259119940,7554719237,7932541461,8821443151,10005645420,7324167369,7811183095,8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641352406,67937581274,76341482445,78182574772,81796618986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,11816454046,11250842435,10564994168,10773536165,10471748057,9679948236,10990190434,12993724539,15153142770,16208422378,20461235347,20999156397,22711924525,21570290747,22223774514,25109709607,26516931940,26722827127,25132515869,26595102038,28241951297,28215304478,28976967183,37208016479,46234617396,54106103048,57625063814,67422201169,79525196645,68919775847,80790527328,96130502181,96189400523,96147048725,97543663935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,3707055834,4054599105,4233095505,4540529029,5130407637,5884712000,6466610634,7403821780,8090088419,8632927109,10027088677,10602058000,9309109504,6324884160,8773030764,11340000683,13338485498,15126060232,17820101315,19707980060,23689697676,28100606600,30725972228,28691890865,31151825048,31144920867,31899072715,33351526336,38472741071,40171021120,40010425587,45451961234,48635242274,51478354558,51894795658,60636071684,63320170084,62433340468,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.10E+11,1.37E+11,1.52E+11,1.70E+11,1.68E+11,1.77E+11,2.14E+11,2.25E+11,2.32E+11,2.47E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.35,,,33.23,,,,,,28.65,,33.02,,,30.39,,,31.18,32.74,,30.02,,,29.63,,,,
Panama,PAN,415800032,463700032,504800032,559500032,600800000,659900032,719000000,800700032,861400000,945400000,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,21121900000,24884000000,25925100000,28814100000,33270500000,37956200000,42648100000,46212600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.91,,58.19,,,,57.81,,58.23,57.48,56.46,57.66,,56.59,56.37,55.06,53.99,55.06,52.97,52.63,52.03,51.91,51.83,51.9,,
Peru,PER,3333333333,3333333333,3333333333,3333333333,3333333333,3333333333,6666666667,6666666667,5000000000,5000000000,7500000000,7500000000,7500000000,10000000000,12500000000,17500000000,15000000000,15000000000,11875000000,15909090909,17586206897,21190476190,21142857143,16871165644,17118155620,16110000000,14840000000,20153333333,15030000000,21902935323,25710059903,33754327787,35180305886,34226387990,43691809738,51989657476,53975906967,56834214510,54534815230,49332958382,50980876641,51592179834,54437301561,59030478080,66694730478,74948136108,87862945391,1.02E+11,1.22E+11,1.21E+11,1.49E+11,1.71E+11,1.93E+11,2.02E+11,2.03E+11,,,,,,,,,,,,,,,,,,,,,,,,,,45.72,,,,,,,,,44.87,,,34.78,56.22,56.66,50.93,51.87,54.07,53.84,48.69,49.28,49.07,49.62,46.89,46.24,44.92,45.67,45.33,,
Philippines,PHL,6684685511,7257047664,4399815077,4875248024,5271360642,5784398844,6371486686,6809047606,7591602918,8408265260,6687223659,7408296129,8017418384,10082910556,13781190361,14893969267,17097658636,19648040087,22706283652,27502354633,32450398760,35646642122,37140164108,33212130837,31408478620,30734266456,29868363901,33195974360,37885485210,42575217419,44311595232,45417505304,52976363140,54368183869,64084543186,74119868200,82848194406,82344374403,72207022465,82995145604,81026294687,76261998621,81357657784,83908205713,91371236944,1.03E+11,1.22E+11,1.49E+11,1.74E+11,1.68E+11,2.00E+11,2.24E+11,2.50E+11,2.72E+11,2.85E+11,,,,,,,,,,,,,,,,,,,,,,,,,,41.04,,,40.63,,,43.82,,,42.89,,,46.16,,,46.09,,,44.48,,,44.04,,,42.98,,,43.03,,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,150074726.2,160739441.9,164169207.8,160537683.5,175741581.2,193525912.2,194499458.9,195669929.1,198980088.7,186821706,184324923.8,201223885.2,215815865.6,228567644.1,250625562.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,230496033,244832035,261184037.4,275968039.5,305312043.7,344159480.3,390973233.3,441706910.1,485160824.3,551237316.6,645537126.2,717716130.5,858802035.9,1299105241,1467346060,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459111,3927114466,4865971718,5527793929,6340575790,8000108638,8105204448,9716124252,12873212504,15391272798,15413163675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.88,,,,,,,,,,,,,,,,,,
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64712371523,83861124655,92527771164,94201159959,1.09E+11,1.39E+11,1.57E+11,1.58E+11,1.73E+11,1.68E+11,1.72E+11,1.91E+11,1.99E+11,2.18E+11,2.54E+11,3.04E+11,3.43E+11,4.29E+11,5.30E+11,4.36E+11,4.77E+11,5.24E+11,4.96E+11,5.26E+11,5.48E+11,,,,,,,,,,,,,,,,,,,,,,,,,,25.16,,25.53,,26.89,,,26.7,,,,32.66,,32.3,32.58,32.97,32.85,34.05,,35.43,34.49,33.71,33.51,33.72,33.58,33.22,32.78,,,
Puerto Rico,PRI,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,21969400000,23878000000,26178400000,28266800000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086409000,57840954000,61701810000,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,1.00E+11,1.01E+11,1.03E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,3193200404,3417516639,3668222358,3905734460,4235608178,4687464055,5135387846,5740241166,6354262628,6969025826,8108786611,9202826855,11240177910,15092395748,17513812155,19349803922,20334880637,21441592457,23489963504,26625409836,32899879856,31980456026,30530776993,27242309084,25220487538,27118484528,38749765447,48187704568,56352785515,60600076394,78721558149,89242403219,1.08E+11,95019074928,99698429952,1.18E+11,1.23E+11,1.17E+11,1.24E+11,1.27E+11,1.18E+11,1.22E+11,1.34E+11,1.65E+11,1.89E+11,1.97E+11,2.09E+11,2.40E+11,2.62E+11,2.44E+11,2.38E+11,2.45E+11,2.16E+11,2.25E+11,2.30E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,,,,,,400129691.1,421700441.8,451524124.5,477012512.7,512728946.2,548758098.3,609047285.3,697291727.5,889357059.7,1199618980,1351889403,1540820246,1912353340,2350329157,3135123880,4094810488,5219516810,5067450002,5237432542,4067222420,2966234024,3439716399,3778316380,4082625953,4599970618,5695201563,6984367763,7157424031,7249533620,7870982171,9062131308,9788391733,9965225497,9024567484,8392549702,8195993231,7662595076,6325151760,6588103836,8033877360,8734653762,10646243498,13794987109,18503387745,15933721805,20047518281,25099681461,24595319574,28896660618,30984747863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.84,,,,,58.16,,54.89,,54.58,,54.83,57.34,55.55,52.59,51.37,53.63,52.09,51.04,49.67,51.83,52.6,48.01,,
Pacific island small states,PSS,,,,,,,,,,,,429695829.9,516310157.9,703997067.3,1000201321,1117135872,1120202472,1168729854,1355437122,1660645961,1887691126,1945081334,1900991571,1822779931,1994615514,1889499875,2051550373,2017071717,2111237486,2205782154,2377069917,2540592089,2787173922,2938054823,3385361655,3657203558,3927207894,3923691006,3373958367,3672292816,3424361920,3350866089,3534993604,4150865480,4794347056,5249059748,5511353856,6069348859,6477155854,5756584540,6364112615,7424474235,7859438468,7888352545,8249482011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,,,,,,176534589.6,215659455,220984369.1,259590076.3,242943776.9,254035999.2,296613496.9,325843254.7,431254103,555337985.7,690319754.9,732286143.3,793193187.4,1005573294,1215031775,1362151524,1279972866,1286462643,1335895286,1378991403,1507230779,2301514717,2543199148,2687472830,2636461517,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,301791305,387700072.8,510259922.1,793884372,2401403173,2512783995,3284301423,3617580071,4052000455,5633000423,7829094485,8661263526,7596703006,6467582130,6704395640,6153296287,5053021812,5446428532,6038186867,6487911910,7360439221,6883516294,7646153773,7156593457,7374450567,8137911754,9059340136,11297801805,10255494746,12393131528,17759889622,17538461057,19363735732,23533790562,31734065062,44530494505,60882142857,79712087912,1.15E+11,97798351648,1.25E+11,1.70E+11,1.90E+11,2.03E+11,2.12E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067565161,40424526826,41450779109,38299106120,28846858763,25090303817,26361161948,30072623842,35477055619,35333677695,35285888482,42115494069,35592337083,37305099928,40585886769,45988510814,59466017706,75794733525,99172613716,1.23E+11,1.71E+11,2.04E+11,1.64E+11,1.65E+11,1.83E+11,1.69E+11,1.90E+11,1.99E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.31,,,25.46,,28.2,,,,29.44,29.42,,29.43,30.23,29.91,30.04,29.82,30.61,30.35,29.53,28.34,28.16,27.21,27.33,,
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07E+11,5.17E+11,5.09E+11,4.60E+11,4.35E+11,3.95E+11,3.96E+11,3.92E+11,4.05E+11,2.71E+11,1.96E+11,2.60E+11,3.07E+11,3.45E+11,4.30E+11,5.91E+11,7.64E+11,9.90E+11,1.30E+12,1.66E+12,1.22E+12,1.52E+12,1.90E+12,2.02E+12,2.08E+12,1.86E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,,,,48.38,,,46.11,,,37.44,,39.6,37.28,38.28,40.77,38.3,38.69,39.27,34.08,39.69,,,,,
Rwanda,RWA,119000024.1,122000016.1,125000008.1,128000000.1,129999994.1,148799980.1,124525703,159560018.2,172200018.2,188700037.2,219900006.2,222952503.9,246457838.6,290746157.5,308458403.6,571863503,637753856.1,746650611.3,905709081,1109346137,1254765643,1407062526,1407243133,1479687583,1587413092,1715626337,1944710688,2157432668,2395492695,2405022588,2550185692,1911600232,2029026957,1971525718,753636370.5,1293535192,1382334879,1851558199,1989343548,1817655192,1734938190,1674685126,1677447003,1845979351,2089188921,2581465675,3110328011,3775447706,4796573531,5308990459,5698548988,6406727230,7219657132,7522006198,7890190337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.51,,,,,,53.09,,,,,50.82,,,
South Asia,SAS,47688915929,50860637686,54296000828,61059662194,69962536180,75140655030,63055183739,69408765065,72867594708,80005110395,86652372457,92123150393,92636620556,1.06E+11,1.28E+11,1.37E+11,1.34E+11,1.55E+11,1.77E+11,1.98E+11,2.39E+11,2.53E+11,2.62E+11,2.77E+11,2.76E+11,3.00E+11,3.18E+11,3.53E+11,3.79E+11,3.82E+11,4.12E+11,3.66E+11,3.89E+11,3.85E+11,4.37E+11,4.85E+11,5.31E+11,5.57E+11,5.65E+11,6.05E+11,6.29E+11,6.46E+11,6.80E+11,7.93E+11,9.20E+11,1.05E+12,1.20E+12,1.53E+12,1.55E+12,1.71E+12,2.09E+12,2.28E+12,2.29E+12,2.36E+12,2.61E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,,,,,,,,,4187777711,4485777644,5377333333,7184853043,9664157056,14947391342,45412958386,46773367408,64005666266,74188250189,80265618776,1.12E+11,1.65E+11,1.84E+11,1.53E+11,1.29E+11,1.20E+11,1.04E+11,86961921121,85695863665,88256077359,95344462080,1.17E+11,1.31E+11,1.36E+11,1.32E+11,1.34E+11,1.42E+11,1.58E+11,1.65E+11,1.46E+11,1.61E+11,1.88E+11,1.83E+11,1.89E+11,2.15E+11,2.59E+11,3.28E+11,3.77E+11,4.16E+11,5.20E+11,4.29E+11,5.27E+11,6.70E+11,7.34E+11,7.44E+11,7.46E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,1126364159,1222860425,1328259621,1351234922,1388282596,1446869615,1484491671,1607409535,1677771396,1847501436,2100229753,2288340034,2483055715,3077254451,3958931648,4823090178,6013210798,7498923064,8128758776,8418342382,7617256637,9538009840,9254395727,8465226679,10044298181,12459385254,15966649791,20631219790,15510323989,15295635330,12408647541,11379222222,7031933251,8881009895,12793798271,13830369852,9018303104,11681179571,11250220584,10682027621,12257299147,13182872568,14803423364,17646271401,21457886198,26524992281,35821858788,45898948564,54527549894,53149439465,65634083050,67326793943,62689620777,66480692535,73815376185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.29,,,,,
Senegal,SEN,792824702.8,836493103.6,857426088.8,886387334.5,939145912.2,955834759.9,984942841.5,984605218.1,1034293671,983621121.2,1024832778,1058120594,1280328106,1471913586,1658273944,2235746641,2266860710,2320786618,2591178825,3226677957,3503282842,3176771658,3109677903,2774198931,2705535968,2962200082,4189860373,5040708746,4985152888,4913065118,5716644525,5617235857,6004885304,5678828410,3877196945,4878718880,5065830114,4672504142,5030344291,5144045093,4679604922,4877602012,5333862344,6858952717,8031344240,8707015064,9358710935,11284603071,13386345215,12812994419,12932428288,14440676929,14045681414,14791699009,15578916865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.14,,,41.44,,,,,,,41.25,,,,39.19,,,,,,40.31,,,
Singapore,SGP,704457699.9,764303121,825879878,917216011.9,893728644.1,974186762.1,1095902941,1237415148,1425020090,1659044433,1919496149,2270330157,2950257778,4227574227,5260730986,5789229537,6071574793,6702713782,8062400369,9719674891,12078880713,14363051850,15873552879,18001987648,19550103558,18555053065,18762738691,21606296380,26515373244,31392969361,38899863982,45473126682,52157482142,60644916521,73775658851,87891560102,96400967339,1.00E+11,85707550710,86285332592,95835971175,89285087395,91941792115,97002305722,1.14E+11,1.27E+11,1.48E+11,1.80E+11,1.92E+11,1.92E+11,2.36E+11,2.75E+11,2.90E+11,3.02E+11,3.08E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,,,,,,,,25203524.03,28084252.76,28606411.4,,50056882.82,40606712.05,55272108.84,84539332.28,74617096.48,83099107.91,93147039.25,111022090,151270207.9,168715353.1,187313261.3,188446092.1,180219397.5,252806783.4,232306861.2,210737869.7,238606299.6,310684273.7,332286760.9,302515026.9,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435101217.5,400464594,341663056,332736306.5,375109694.3,413911362.3,456707935,516074229,608292551.5,597762270.8,671585231.6,886503123.8,1025124684,1059690062,1158183054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,322009470.7,327834679.7,342721578.9,348546951.2,371848113.8,359379856.2,375479849.8,348795303,329860091.9,408690163.5,434410373.8,419549425.1,465381090,575230234.4,648590642.9,679335901.1,594895672.3,691777758.4,960728338.9,1109374722,1100685845,1114830472,1295361886,995104305.3,1087471862,856890498.6,490181456.6,701307602.3,1055083945,932974411.9,649644826.8,779981538.1,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1079478388,1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2453899847,2578026297,2932106327,3789119779,4928272986,4892363979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.47,,,,,,,,35.35,,,
